"","V1","V2","V3","V4","V5","V6","V7"
"1",0.126785714285714,0.101785714285714,0.139285714285714,0.276785714285714,0.151785714285714,0.114285714285714,0.0892857142857143
"2",0.115207373271889,0.131336405529954,0.131336405529954,0.131336405529954,0.115207373271889,0.211981566820276,0.163594470046083
"3",0.117096018735363,0.149882903981265,0.149882903981265,0.117096018735363,0.182669789227166,0.166276346604215,0.117096018735363
"4",0.16221198156682,0.0783410138248848,0.0847926267281106,0.342857142857143,0.155760368663594,0.0783410138248848,0.0976958525345622
"5",0.201242236024845,0.114285714285714,0.0795031055900621,0.279503105590062,0.183850931677019,0.062111801242236,0.0795031055900621
"6",0.052827380952381,0.0632440476190476,0.167410714285714,0.219494047619048,0.104910714285714,0.0580357142857143,0.334077380952381
"7",0.217460317460317,0.100793650793651,0.0785714285714286,0.334126984126984,0.0507936507936508,0.0619047619047619,0.156349206349206
"8",0.135634028892456,0.101926163723917,0.0906902086677367,0.304173354735153,0.152487961476726,0.0569823434991974,0.158105939004815
"9",0.105121293800539,0.123989218328841,0.0862533692722372,0.0956873315363881,0.123989218328841,0.133423180592992,0.331536388140162
"10",0.0844155844155844,0.0616883116883117,0.0844155844155844,0.251082251082251,0.273809523809524,0.091991341991342,0.152597402597403
"11",0.0882070949185043,0.101629913710451,0.128475551294343,0.229146692233941,0.0882070949185043,0.0882070949185043,0.276126558005753
"12",0.0978473581213307,0.111545988258317,0.221135029354207,0.125244618395303,0.13894324853229,0.111545988258317,0.193737769080235
"13",0.121664050235479,0.0557299843014129,0.127158555729984,0.187598116169545,0.220565149136578,0.0722135007849294,0.215070643642072
"14",0.0901477832512315,0.0694581280788177,0.117733990147783,0.186699507389163,0.0798029556650246,0.0591133004926108,0.397044334975369
"15",0.0601837187203041,0.0646183085207475,0.250871080139373,0.0890085524231866,0.0712701932214127,0.0291415901171999,0.434906556857776
"16",0.156941649899396,0.156941649899396,0.227364185110664,0.128772635814889,0.114688128772636,0.100603621730382,0.114688128772636
"17",0.114285714285714,0.139285714285714,0.201785714285714,0.164285714285714,0.0892857142857143,0.0892857142857143,0.201785714285714
"18",0.180803571428571,0.0870535714285714,0.141741071428571,0.180803571428571,0.0870535714285714,0.0792410714285714,0.243303571428571
"19",0.222634508348794,0.11873840445269,0.157699443413729,0.157699443413729,0.105751391465677,0.11873840445269,0.11873840445269
"20",0.11003861003861,0.0965250965250965,0.150579150579151,0.0965250965250965,0.11003861003861,0.231660231660232,0.204633204633205
"21",0.144557823129252,0.108843537414966,0.180272108843537,0.108843537414966,0.13265306122449,0.0850340136054422,0.239795918367347
"22",0.0558035714285714,0.0714285714285714,0.157366071428571,0.133928571428571,0.0792410714285714,0.0870535714285714,0.415178571428571
"23",0.136460554371002,0.15138592750533,0.136460554371002,0.181236673773987,0.136460554371002,0.136460554371002,0.121535181236674
"24",0.142857142857143,0.114688128772636,0.21327967806841,0.17102615694165,0.142857142857143,0.100603621730382,0.114688128772636
"25",0.203588681849551,0.0973084886128364,0.237405106970324,0.082815734989648,0.111801242236025,0.0586611456176674,0.208419599723948
"26",0.109395109395109,0.109395109395109,0.217503217503217,0.154440154440154,0.0823680823680824,0.0913770913770914,0.235521235521236
"27",0.160826594788859,0.0507637017070979,0.261455525606469,0.179694519317161,0.0539083557951482,0.0601976639712489,0.233153638814016
"28",0.133489461358314,0.117096018735363,0.133489461358314,0.133489461358314,0.133489461358314,0.133489461358314,0.215456674473068
"29",0.228269085411943,0.0959939531368103,0.302343159486017,0.133030990173847,0.0695389266817838,0.0801209372637944,0.090702947845805
"30",0.110454708199069,0.0402792696025779,0.0904045828857859,0.0753669889008235,0.0365198711063373,0.0177228786251343,0.629251700680272
"31",0.174948240165631,0.0952380952380952,0.27639751552795,0.196687370600414,0.0807453416149068,0.087991718426501,0.087991718426501
"32",0.0935960591133005,0.105090311986864,0.0935960591133005,0.151067323481117,0.16256157635468,0.266009852216749,0.12807881773399
"33",0.127463054187192,0.0843596059113301,0.293411330049261,0.196428571428571,0.0541871921182266,0.0326354679802956,0.211514778325123
"34",0.163059163059163,0.0923520923520924,0.183261183261183,0.122655122655123,0.0923520923520924,0.0923520923520924,0.253968253968254
"35",0.07425691658953,0.0778566286125681,0.038979738763756,0.108814152010696,0.432068291679523,0.0137817546024889,0.254242517741438
"36",0.131336405529954,0.115207373271889,0.115207373271889,0.115207373271889,0.115207373271889,0.292626728110599,0.115207373271889
"37",0.0693720866465588,0.111598574170551,0.0789690156292844,0.251713737318344,0.0444200712914724,0.017548670139841,0.426377844803948
"38",0.0677151594582787,0.0401922236784622,0.294014853647881,0.128877238968982,0.037134119702927,0.0585408475316732,0.373525557011796
"39",0.131868131868132,0.116483516483516,0.108791208791209,0.116483516483516,0.147252747252747,0.054945054945055,0.324175824175824
"40",0.0854591836734694,0.107780612244898,0.246173469387755,0.170280612244898,0.0542091836734694,0.0809948979591837,0.255102040816327
"41",0.0757880617035547,0.0992622401073105,0.0945674044265594,0.160295103957076,0.155600268276325,0.0429242119382964,0.371562709590879
"42",0.103785103785104,0.103785103785104,0.266178266178266,0.189255189255189,0.0952380952380952,0.0952380952380952,0.146520146520147
"43",0.123152709359606,0.123152709359606,0.17487684729064,0.140394088669951,0.123152709359606,0.123152709359606,0.192118226600985
"44",0.120181405895692,0.1281179138322,0.239229024943311,0.175736961451247,0.072562358276644,0.0963718820861678,0.167800453514739
"45",0.0771337288909174,0.0611592879963487,0.112277498858969,0.102692834322227,0.157005933363761,0.0899132816065723,0.399817434961205
"46",0.114874815905744,0.0736377025036819,0.114874815905744,0.197349042709867,0.197349042709867,0.0839469808541973,0.217967599410898
"47",0.0619488536155203,0.0557760141093474,0.149911816578483,0.129850088183422,0.0418871252204586,0.0619488536155203,0.498677248677249
"48",0.0729391454466983,0.0668968493741908,0.115235217954251,0.10617177384549,0.0789814415192059,0.0397065170479068,0.520069054812257
"49",0.110248447204969,0.0993788819875776,0.153726708074534,0.131987577639752,0.218944099378882,0.110248447204969,0.175465838509317
"50",0.101731601731602,0.0663780663780664,0.0815295815295815,0.344155844155844,0.253246753246753,0.0916305916305916,0.0613275613275613
"51",0.266350018268177,0.0489587139203507,0.0489587139203507,0.26123492875411,0.210084033613445,0.0361709901351845,0.128242601388381
"52",0.257142857142857,0.0758928571428571,0.0758928571428571,0.169642857142857,0.169642857142857,0.0758928571428571,0.175892857142857
"53",0.119897959183673,0.0722789115646258,0.304421768707483,0.143707482993197,0.0603741496598639,0.0841836734693878,0.215136054421769
"54",0.126050420168067,0.0819327731092437,0.133403361344538,0.15546218487395,0.15546218487395,0.0819327731092437,0.265756302521008
"55",0.0709237758707723,0.0532559313478041,0.281171125694094,0.0779909136799596,0.0762241292276628,0.0532559313478041,0.387178192831903
"56",0.261022927689594,0.100529100529101,0.211640211640212,0.125220458553792,0.100529100529101,0.0881834215167549,0.112874779541446
"57",0.0914927768860353,0.125200642054575,0.102728731942215,0.0802568218298555,0.158908507223114,0.282504012841092,0.158908507223114
"58",0.076320939334638,0.0626223091976517,0.199608610567515,0.110567514677104,0.103718199608611,0.103718199608611,0.343444227005871
"59",0.121535181236674,0.106609808102345,0.121535181236674,0.15138592750533,0.121535181236674,0.121535181236674,0.255863539445629
"60",0.0738675958188153,0.0641114982578397,0.249477351916376,0.156794425087108,0.0836236933797909,0.0689895470383275,0.303135888501742
"61",0.134770889487871,0.134770889487871,0.134770889487871,0.134770889487871,0.153638814016172,0.172506738544474,0.134770889487871
"62",0.136904761904762,0.126488095238095,0.188988095238095,0.168154761904762,0.116071428571429,0.147321428571429,0.116071428571429
"63",0.108571428571429,0.121904761904762,0.228571428571429,0.161904761904762,0.108571428571429,0.0952380952380952,0.175238095238095
"64",0.0843033509700176,0.0522045855379189,0.197883597883598,0.136155202821869,0.0818342151675485,0.0373897707231041,0.410229276895944
"65",0.134770889487871,0.134770889487871,0.134770889487871,0.134770889487871,0.153638814016172,0.172506738544474,0.134770889487871
"66",0.109381082133126,0.0848579213701829,0.210198520825224,0.142078629817049,0.0412611911249513,0.0385363954846244,0.373686259244842
"67",0.0617035546613011,0.05700871898055,0.183769282360832,0.103957075788062,0.0523138832997988,0.0804828973843058,0.460764587525151
"68",0.10989010989011,0.125274725274725,0.125274725274725,0.10989010989011,0.125274725274725,0.294505494505495,0.10989010989011
"69",0.152380952380952,0.119047619047619,0.119047619047619,0.135714285714286,0.135714285714286,0.152380952380952,0.185714285714286
"70",0.121510673234811,0.0812807881773399,0.236453201970443,0.184729064039409,0.110016420361248,0.110016420361248,0.155993431855501
"71",0.338785896037804,0.125045438022537,0.125045438022537,0.122500908760451,0.0537986186841149,0.0258087968011632,0.209014903671392
"72",0.0952380952380952,0.0848214285714286,0.126488095238095,0.251488095238095,0.188988095238095,0.0848214285714286,0.168154761904762
"73",0.0850340136054422,0.0969387755102041,0.0850340136054422,0.370748299319728,0.13265306122449,0.0969387755102041,0.13265306122449
"74",0.177170868347339,0.0448179271708683,0.201680672268908,0.142857142857143,0.255602240896359,0.0399159663865546,0.137955182072829
"75",0.119188503803888,0.101437024513948,0.243448858833474,0.113271344040575,0.0718512256973795,0.0481825866441251,0.30262045646661
"76",0.123552123552124,0.0965250965250965,0.191119691119691,0.164092664092664,0.123552123552124,0.11003861003861,0.191119691119691
"77",0.060634503472874,0.0277829923033602,0.106626619110193,0.060634503472874,0.0238408109630186,0.0921719541956073,0.628308616482072
"78",0.106609808102345,0.121535181236674,0.106609808102345,0.121535181236674,0.136460554371002,0.285714285714286,0.121535181236674
"79",0.111545988258317,0.13894324853229,0.152641878669276,0.111545988258317,0.13894324853229,0.234833659491194,0.111545988258317
"80",0.0911152339723768,0.0535971964543393,0.0723562152133581,0.0608122036693465,0.0593692022263451,0.0737992166563595,0.588950731807875
"81",0.158803986710963,0.093687707641196,0.256478405315615,0.079734219269103,0.093687707641196,0.0843853820598007,0.233222591362126
"82",0.111946532999165,0.0651629072681704,0.0651629072681704,0.275689223057644,0.293233082706767,0.0710108604845447,0.117794486215539
"83",0.0978473581213307,0.0978473581213307,0.0978473581213307,0.166340508806262,0.289628180039139,0.152641878669276,0.0978473581213307
"84",0.187598116169545,0.160125588697017,0.154631083202512,0.138147566718995,0.19309262166405,0.0722135007849294,0.0941915227629513
"85",0.165859564164649,0.110774818401937,0.136198547215496,0.0938256658595642,0.0895883777239709,0.0641646489104116,0.339588377723971
"86",0.17102615694165,0.128772635814889,0.142857142857143,0.142857142857143,0.156941649899396,0.100603621730382,0.156941649899396
"87",0.107007061379685,0.0537751222161869,0.441607821835959,0.118413905486149,0.0803910917979359,0.0917979359043998,0.107007061379685
"88",0.157782515991471,0.105543710021322,0.0980810234541578,0.187633262260128,0.254797441364606,0.127931769722815,0.0682302771855011
"89",0.114285714285714,0.105590062111801,0.0708074534161491,0.305590062111801,0.140372670807453,0.149068322981366,0.114285714285714
"90",0.131115459882583,0.0626223091976517,0.137964774951076,0.309197651663405,0.0694716242661448,0.103718199608611,0.185909980430528
"91",0.153726708074534,0.0885093167701863,0.110248447204969,0.251552795031056,0.0885093167701863,0.153726708074534,0.153726708074534
"92",0.144814090019569,0.0968688845401174,0.103718199608611,0.137964774951076,0.336594911937378,0.0900195694716243,0.0900195694716243
"93",0.13680387409201,0.085956416464891,0.13680387409201,0.246973365617433,0.13680387409201,0.128329297820823,0.128329297820823
"94",0.287764866712235,0.0868079289131921,0.168147641831852,0.168147641831852,0.0724538619275461,0.0341763499658237,0.182501708817498
"95",0.126373626373626,0.135989010989011,0.107142857142857,0.251373626373626,0.15521978021978,0.0686813186813187,0.15521978021978
"96",0.128772635814889,0.142857142857143,0.114688128772636,0.100603621730382,0.142857142857143,0.185110663983903,0.185110663983903
"97",0.115207373271889,0.115207373271889,0.131336405529954,0.115207373271889,0.131336405529954,0.228110599078341,0.163594470046083
"98",0.105654761904762,0.0848214285714286,0.0952380952380952,0.126488095238095,0.324404761904762,0.168154761904762,0.0952380952380952
"99",0.166435506241331,0.117891816920943,0.127600554785021,0.166435506241331,0.195561719833564,0.0984743411927878,0.127600554785021
"100",0.109243697478992,0.109243697478992,0.119047619047619,0.119047619047619,0.226890756302521,0.148459383753501,0.168067226890756
"101",0.174603174603175,0.112874779541446,0.137566137566138,0.149911816578483,0.199294532627866,0.100529100529101,0.125220458553792
"102",0.0972644376899696,0.0972644376899696,0.139817629179331,0.139817629179331,0.235562310030395,0.139817629179331,0.150455927051672
"103",0.157200229489386,0.0688468158347676,0.265633964429145,0.133103843947217,0.137119908204246,0.0527825588066552,0.185312679288583
"104",0.117216117216117,0.181318681318681,0.181318681318681,0.104395604395604,0.181318681318681,0.13003663003663,0.104395604395604
"105",0.177234530175707,0.118411000763942,0.225362872421696,0.139801375095493,0.12375859434683,0.134453781512605,0.080977845683728
"106",0.179176755447942,0.11138014527845,0.0944309927360775,0.221549636803874,0.119854721549637,0.162227602905569,0.11138014527845
"107",0.0886198547215496,0.0682808716707022,0.319128329297821,0.102179176755448,0.122518159806295,0.136077481840194,0.16319612590799
"108",0.154285714285714,0.0676190476190476,0.194285714285714,0.167619047619048,0.147619047619048,0.147619047619048,0.120952380952381
"109",0.215496368038741,0.170298627925747,0.142050040355125,0.125100887812752,0.170298627925747,0.0968523002421307,0.0799031476997579
"110",0.1281179138322,0.072562358276644,0.231292517006803,0.183673469387755,0.104308390022676,0.104308390022676,0.175736961451247
"111",0.126623376623377,0.149350649350649,0.217532467532468,0.183441558441558,0.0811688311688312,0.11525974025974,0.126623376623377
