"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0952380952380952,0.0595238095238095,0.0714285714285714,0.0714285714285714,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.154761904761905,0.202380952380952,0.0952380952380952
"2",0.0882352941176471,0.102941176470588,0.0882352941176471,0.205882352941176,0.0882352941176471,0.0882352941176471,0.0735294117647059,0.117647058823529,0.0735294117647059,0.0735294117647059
"3",0.0983606557377049,0.114754098360656,0.0819672131147541,0.131147540983607,0.0983606557377049,0.0819672131147541,0.114754098360656,0.0983606557377049,0.0983606557377049,0.0819672131147541
"4",0.0755813953488372,0.0523255813953488,0.0930232558139535,0.0930232558139535,0.0465116279069767,0.116279069767442,0.0755813953488372,0.0465116279069767,0.215116279069767,0.186046511627907
"5",0.114754098360656,0.0819672131147541,0.0819672131147541,0.0491803278688525,0.0737704918032787,0.0819672131147541,0.0737704918032787,0.0573770491803279,0.270491803278689,0.114754098360656
"6",0.135135135135135,0.0495495495495495,0.211711711711712,0.0540540540540541,0.0540540540540541,0.166666666666667,0.0810810810810811,0.112612612612613,0.0900900900900901,0.045045045045045
"7",0.138755980861244,0.0526315789473684,0.0526315789473684,0.119617224880383,0.0717703349282297,0.0956937799043062,0.0526315789473684,0.0909090909090909,0.200956937799043,0.124401913875598
"8",0.236363636363636,0.0454545454545455,0.0545454545454545,0.0681818181818182,0.0454545454545455,0.113636363636364,0.0681818181818182,0.118181818181818,0.186363636363636,0.0636363636363636
"9",0.0967741935483871,0.17741935483871,0.0645161290322581,0.137096774193548,0.0403225806451613,0.104838709677419,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.0887096774193548
"10",0.232394366197183,0.0774647887323944,0.0492957746478873,0.0633802816901408,0.0633802816901408,0.0774647887323944,0.0633802816901408,0.0563380281690141,0.197183098591549,0.119718309859155
"11",0.0769230769230769,0.0591715976331361,0.183431952662722,0.0473372781065089,0.159763313609467,0.0769230769230769,0.124260355029586,0.14792899408284,0.0887573964497041,0.0355029585798817
"12",0.10126582278481,0.0632911392405063,0.189873417721519,0.0759493670886076,0.10126582278481,0.113924050632911,0.0759493670886076,0.0759493670886076,0.113924050632911,0.0886075949367089
"13",0.105,0.04,0.065,0.125,0.075,0.145,0.065,0.135,0.155,0.09
"14",0.048048048048048,0.102102102102102,0.192192192192192,0.0990990990990991,0.171171171171171,0.0810810810810811,0.108108108108108,0.0570570570570571,0.0720720720720721,0.0690690690690691
"15",0.0412541254125413,0.0643564356435644,0.356435643564356,0.0297029702970297,0.207920792079208,0.0627062706270627,0.0544554455445545,0.100660066006601,0.0313531353135314,0.0511551155115512
"16",0.0909090909090909,0.0649350649350649,0.116883116883117,0.0909090909090909,0.142857142857143,0.0779220779220779,0.116883116883117,0.116883116883117,0.0909090909090909,0.0909090909090909
"17",0.0987654320987654,0.0617283950617284,0.135802469135802,0.0864197530864197,0.148148148148148,0.111111111111111,0.0740740740740741,0.123456790123457,0.0864197530864197,0.0740740740740741
"18",0.0625,0.0625,0.0972222222222222,0.0347222222222222,0.3125,0.0694444444444444,0.0833333333333333,0.0902777777777778,0.138888888888889,0.0486111111111111
"19",0.0731707317073171,0.0975609756097561,0.0731707317073171,0.0609756097560976,0.231707317073171,0.0609756097560976,0.121951219512195,0.0731707317073171,0.0609756097560976,0.146341463414634
"20",0.0617283950617284,0.0617283950617284,0.0987654320987654,0.160493827160494,0.123456790123457,0.0987654320987654,0.123456790123457,0.111111111111111,0.0864197530864197,0.0740740740740741
"21",0.0888888888888889,0.0666666666666667,0.144444444444444,0.155555555555556,0.122222222222222,0.0666666666666667,0.1,0.0888888888888889,0.0888888888888889,0.0777777777777778
"22",0.06,0.04,0.14,0.1,0.22,0.0666666666666667,0.06,0.173333333333333,0.08,0.06
"23",0.125,0.0972222222222222,0.0972222222222222,0.0972222222222222,0.125,0.111111111111111,0.0972222222222222,0.0833333333333333,0.0972222222222222,0.0694444444444444
"24",0.0813953488372093,0.0930232558139535,0.0813953488372093,0.116279069767442,0.13953488372093,0.13953488372093,0.0581395348837209,0.0813953488372093,0.127906976744186,0.0813953488372093
"25",0.0512820512820513,0.0341880341880342,0.111111111111111,0.094017094017094,0.371794871794872,0.0512820512820513,0.145299145299145,0.047008547008547,0.0427350427350427,0.0512820512820513
"26",0.0991735537190083,0.0661157024793388,0.181818181818182,0.0743801652892562,0.190082644628099,0.0743801652892562,0.107438016528926,0.0826446280991736,0.0826446280991736,0.0413223140495868
"27",0.0619946091644205,0.0539083557951483,0.0862533692722372,0.0296495956873315,0.423180592991914,0.0808625336927224,0.0943396226415094,0.0727762803234501,0.0404312668463612,0.0566037735849057
"28",0.0757575757575758,0.121212121212121,0.151515151515152,0.106060606060606,0.121212121212121,0.0757575757575758,0.0909090909090909,0.0909090909090909,0.0757575757575758,0.0909090909090909
"29",0.0535714285714286,0.0491071428571429,0.0848214285714286,0.0848214285714286,0.339285714285714,0.0491071428571429,0.147321428571429,0.0491071428571429,0.0625,0.0803571428571429
"30",0.0477099236641221,0.0133587786259542,0.685114503816794,0.0438931297709924,0.0610687022900763,0.0219465648854962,0.0343511450381679,0.0534351145038168,0.0152671755725191,0.0238549618320611
"31",0.0666666666666667,0.06,0.12,0.0466666666666667,0.266666666666667,0.06,0.146666666666667,0.0533333333333333,0.14,0.04
"32",0.0824742268041237,0.164948453608247,0.0515463917525773,0.185567010309278,0.103092783505155,0.0721649484536082,0.0515463917525773,0.0721649484536082,0.11340206185567,0.103092783505155
"33",0.0742115027829314,0.0315398886827458,0.0742115027829314,0.0371057513914657,0.391465677179963,0.038961038961039,0.146567717996289,0.0723562152133581,0.0964749536178108,0.0371057513914657
